 
27-02-2010 23:40:09 | POST protect | IP: 92.158.199.225 ] | DNS: ARennes-554-1-165-225.w92-158.abo.wanadoo.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 6.1; fr; rv:1.9.2) Gecko/20100115 Firefox/3.6 | URL: /parweb/pwbcms/admin:module/add/ | Referer: http://www.parweb.fr/parweb/pwbcms/admin:module/add/
9-02-2011 00:13:31 | IPs Spam list | IP: 209.85.238.216 ] | DNS: rate-limited-proxy-209-85-238-216.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=14495953095977329908) | URL: /twirling/actu/rss/ | Referer: no referer

9-02-2011 01:32:42 | IPs Spam list | IP: 209.85.238.216 ] | DNS: rate-limited-proxy-209-85-238-216.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

9-02-2011 03:13:33 | IPs Spam list | IP: 209.85.238.216 ] | DNS: rate-limited-proxy-209-85-238-216.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=14495953095977329908) | URL: /twirling/actu/rss/ | Referer: no referer

9-02-2011 04:32:51 | IPs Spam list | IP: 209.85.238.216 ] | DNS: rate-limited-proxy-209-85-238-216.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

9-02-2011 06:13:39 | IPs Spam list | IP: 209.85.238.216 ] | DNS: rate-limited-proxy-209-85-238-216.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=14495953095977329908) | URL: /twirling/actu/rss/ | Referer: no referer

9-02-2011 07:32:59 | IPs Spam list | IP: 209.85.238.216 ] | DNS: rate-limited-proxy-209-85-238-216.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

9-02-2011 09:13:40 | IPs Spam list | IP: 209.85.238.216 ] | DNS: rate-limited-proxy-209-85-238-216.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=14495953095977329908) | URL: /twirling/actu/rss/ | Referer: no referer

9-02-2011 10:33:00 | IPs Spam list | IP: 209.85.238.216 ] | DNS: rate-limited-proxy-209-85-238-216.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

9-02-2011 12:13:47 | IPs Spam list | IP: 209.85.238.216 ] | DNS: rate-limited-proxy-209-85-238-216.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=14495953095977329908) | URL: /twirling/actu/rss/ | Referer: no referer

9-02-2011 13:33:08 | IPs Spam list | IP: 209.85.238.216 ] | DNS: rate-limited-proxy-209-85-238-216.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

9-02-2011 15:13:49 | IPs Spam list | IP: 209.85.238.216 ] | DNS: rate-limited-proxy-209-85-238-216.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=14495953095977329908) | URL: /twirling/actu/rss/ | Referer: no referer

9-02-2011 16:17:57 | IPs Spam list | IP: 209.85.238.216 ] | DNS: rate-limited-proxy-209-85-238-216.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=17656876769364876012) | URL: /twirling/actu-rss.xml | Referer: no referer

9-02-2011 16:33:16 | IPs Spam list | IP: 209.85.238.216 ] | DNS: rate-limited-proxy-209-85-238-216.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

9-02-2011 18:13:56 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=14495953095977329908) | URL: /twirling/actu/rss/ | Referer: no referer

9-02-2011 19:18:06 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=17656876769364876012) | URL: /twirling/actu-rss.xml | Referer: no referer

9-02-2011 19:33:25 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

9-02-2011 21:14:03 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=14495953095977329908) | URL: /twirling/actu/rss/ | Referer: no referer

9-02-2011 22:33:34 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

9-02-2011 23:07:30 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

10-02-2011 02:07:32 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

10-02-2011 05:07:40 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

10-02-2011 08:07:41 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

10-02-2011 09:18:36 | POST protect | IP: 147.210.94.20 ] | DNS: ord-trasi.iut.u-bordeaux1.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 ( .NET CLR 3.5.30729) | URL: /twirling/contact/send/ | Referer: http://www.parweb.fr/twirling/contact/send/

10-02-2011 10:02:18 | POST protect | IP: 147.210.94.20 ] | DNS: ord-trasi.iut.u-bordeaux1.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 ( .NET CLR 3.5.30729) | URL: /twirling/page/edit/page_id:15/ | Referer: http://www.parweb.fr/twirling/page/edit/page_id:15/

10-02-2011 10:05:00 | POST protect | IP: 147.210.94.20 ] | DNS: ord-trasi.iut.u-bordeaux1.fr | Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 ( .NET CLR 3.5.30729) | URL: /twirling/page/edit/page_id:15/ | Referer: http://www.parweb.fr/twirling/page/edit/page_id:15/

10-02-2011 11:07:48 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

10-02-2011 14:07:57 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

10-02-2011 17:08:06 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

10-02-2011 20:08:15 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

10-02-2011 23:08:15 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

11-02-2011 02:08:23 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

11-02-2011 05:08:32 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

11-02-2011 08:08:32 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

11-02-2011 11:08:40 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

11-02-2011 14:08:51 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

11-02-2011 19:20:59 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

11-02-2011 22:21:08 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

12-02-2011 01:21:17 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

12-02-2011 05:13:09 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

12-02-2011 08:13:19 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

12-02-2011 11:13:27 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

12-02-2011 14:13:26 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

12-02-2011 17:13:35 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

12-02-2011 17:35:12 | IPs Spam list | IP: 209.85.228.82 ] | DNS: 209.85.228.82 | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; feed-id=14495953095977329908) | URL: /twirling/actu/rss/ | Referer: no referer

12-02-2011 20:13:34 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

12-02-2011 23:13:43 | Bots attack | IP: 72.14.199.76 ] | DNS: rate-limited-proxy-72-14-199-76.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

13-02-2011 02:13:52 | Bots attack | IP: 72.14.199.76 ] | DNS: rate-limited-proxy-72-14-199-76.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

13-02-2011 05:13:52 | Bots attack | IP: 72.14.199.76 ] | DNS: rate-limited-proxy-72-14-199-76.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

13-02-2011 08:14:00 | Bots attack | IP: 72.14.199.76 ] | DNS: rate-limited-proxy-72-14-199-76.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

13-02-2011 11:13:59 | Bots attack | IP: 72.14.199.76 ] | DNS: rate-limited-proxy-72-14-199-76.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

13-02-2011 14:14:08 | Bots attack | IP: 72.14.199.76 ] | DNS: rate-limited-proxy-72-14-199-76.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

13-02-2011 17:14:07 | Bots attack | IP: 72.14.199.76 ] | DNS: rate-limited-proxy-72-14-199-76.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

13-02-2011 20:14:06 | Bots attack | IP: 72.14.199.76 ] | DNS: rate-limited-proxy-72-14-199-76.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

13-02-2011 23:14:05 | Bots attack | IP: 72.14.199.76 ] | DNS: rate-limited-proxy-72-14-199-76.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

14-02-2011 02:14:14 | Bots attack | IP: 72.14.199.76 ] | DNS: rate-limited-proxy-72-14-199-76.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

14-02-2011 05:14:13 | Bots attack | IP: 72.14.199.76 ] | DNS: rate-limited-proxy-72-14-199-76.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

14-02-2011 08:14:21 | Bots attack | IP: 72.14.199.76 ] | DNS: rate-limited-proxy-72-14-199-76.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

14-02-2011 09:30:21 | Bots attack | IP: 72.14.199.76 ] | DNS: rate-limited-proxy-72-14-199-76.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

14-02-2011 12:30:23 | Bots attack | IP: 72.14.199.76 ] | DNS: rate-limited-proxy-72-14-199-76.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

14-02-2011 14:00:55 | POST protect | IP: 147.210.94.20 ] | DNS: ord-trasi.iut.u-bordeaux1.fr | Agent: Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; fr; rv:1.9.2.10) Gecko/20100914 Firefox/3.6.10 | URL: /twirling/page/edit/page_id:6/ | Referer: no referer

14-02-2011 15:30:28 | Bots attack | IP: 72.14.199.76 ] | DNS: rate-limited-proxy-72-14-199-76.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

14-02-2011 18:30:33 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

14-02-2011 21:30:39 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

15-02-2011 01:56:18 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

15-02-2011 04:56:27 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

15-02-2011 07:56:26 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

15-02-2011 10:56:34 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

15-02-2011 14:05:09 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

15-02-2011 17:05:08 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

15-02-2011 17:52:04 | IPs Spam list | IP: 209.85.226.82 ] | DNS: 209.85.226.82 | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; feed-id=14495953095977329908) | URL: /twirling/actu/rss/ | Referer: no referer

15-02-2011 22:07:55 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

16-02-2011 01:08:03 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

16-02-2011 02:43:36 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

16-02-2011 05:43:45 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

16-02-2011 08:43:54 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

16-02-2011 11:44:02 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

16-02-2011 12:06:42 | IPs Spam list | IP: 209.85.228.83 ] | DNS: 209.85.228.83 | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; feed-id=14495953095977329908) | URL: /twirling/actu/rss/ | Referer: no referer

16-02-2011 14:44:02 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

16-02-2011 17:44:11 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

16-02-2011 20:44:20 | IPs Spam list | IP: 209.85.238.216 ] | DNS: rate-limited-proxy-209-85-238-216.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

16-02-2011 23:44:28 | IPs Spam list | IP: 209.85.238.216 ] | DNS: rate-limited-proxy-209-85-238-216.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

17-02-2011 02:44:38 | IPs Spam list | IP: 209.85.238.216 ] | DNS: rate-limited-proxy-209-85-238-216.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

17-02-2011 05:51:32 | IPs Spam list | IP: 209.85.238.216 ] | DNS: rate-limited-proxy-209-85-238-216.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

17-02-2011 08:51:40 | IPs Spam list | IP: 209.85.238.216 ] | DNS: rate-limited-proxy-209-85-238-216.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

17-02-2011 11:51:49 | IPs Spam list | IP: 209.85.238.216 ] | DNS: rate-limited-proxy-209-85-238-216.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

17-02-2011 14:51:49 | IPs Spam list | IP: 209.85.238.216 ] | DNS: rate-limited-proxy-209-85-238-216.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

17-02-2011 17:51:57 | IPs Spam list | IP: 209.85.238.216 ] | DNS: rate-limited-proxy-209-85-238-216.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

17-02-2011 20:52:06 | IPs Spam list | IP: 209.85.238.216 ] | DNS: rate-limited-proxy-209-85-238-216.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

17-02-2011 23:52:15 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

18-02-2011 02:52:24 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

18-02-2011 05:52:33 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

18-02-2011 08:52:42 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

18-02-2011 11:52:51 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

18-02-2011 14:52:59 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

18-02-2011 17:53:09 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

18-02-2011 20:53:08 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

18-02-2011 23:53:16 | Bots attack | IP: 72.14.199.198 ] | DNS: rate-limited-proxy-72-14-199-198.google.com | Agent: Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=3847763105232582599) | URL: /twirling/actu/rss | Referer: no referer

